Case,Name,Edge,Dist.,Arch. Type,Mean Edge,Dist. to Center,Worst Dist.
4,CD4 T cell signaling,"(' Rap1 ', ' RIAM ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Rap1 ', ' BRAF ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Tyk2 ', ' STAT4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GAB2 ', ' SHP2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GAB2 ', ' PI3K ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' DAG ', ' PKC ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' DAG ', ' RASgrp ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RhoGEF ', ' RhoA ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RhoGEF ', ' Cdc42 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RIAM ', ' Profilin ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' PLCg ', ' DAG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' PLCg ', ' IP3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' ROCK ', ' MLC ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' ROCK ', ' LIMK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' SHP2 ', ' PI3K ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CD4 ', ' Lck ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GalphaS_R ', ' adenyl_cyclase ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Gads ', ' SLP-76 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' G_Actin ', ' F_Actin ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' ATF2 ', ' IFNG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RhoA ', ' ROCK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' EPAC ', ' Rap1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' ITK ', ' PLCg ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Galpha_Q ', ' PLCb ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Bintegrin ', ' FAK_Tyr397 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Bintegrin ', ' CAV1_scaffold ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Bintegrin ', ' Src ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Bintegrin ', ' Cas ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FAK_Tyr397 ', ' FAK_576_577 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FAK_Tyr397 ', ' Src ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Galpha12_13R ', ' RhoGEF ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FAK_576_577 ', ' RhoGEF ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FAK_576_577 ', ' Paxillin ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FAK_576_577 ', ' PI3K ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FAK_576_577 ', ' Cas ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT1 ', ' IL22 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT1 ', ' FOXP3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT1 ', ' IL17 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT1 ', ' IRF1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT1 ', ' TBET ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' MEK1_2 ', ' ERK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Vav ', ' N_WASP ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Vav ', ' rac1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL6R ', ' STAT3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' SOCS3 ', ' JAK1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFKB ', ' IL2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFKB ', ' IL2RA ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFKB ', ' IL17 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GSK-3b ', ' NFAT ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' MEKK4 ', ' MEK4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' MEKK4 ', ' MEK6 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' MEKK4 ', ' MEK3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TGFBR ', ' SMAD3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TGFBR ', ' RORGT ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL21 ', ' IL21R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL22R ', ' JAK1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT5 ', ' IL22 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT5 ', ' FOXP3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT5 ', ' IL2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT5 ', ' IL2RA ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT5 ', ' IL17 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IRF4 ', ' IL4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IKB ', ' NFKB ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' HLX ', ' IFNG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' P38 ', ' ATF2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' P38 ', ' STAT4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' P38 ', ' NFAT ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL9R ', ' JAK1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Crk ', ' Rap1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Crk ', ' JNK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Crk ', ' rac1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Crk ', ' C3G ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' JAK3 ', ' IL9R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' JAK3 ', ' Lck ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' JAK3 ', ' JAK1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL4R ', ' STAT5 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL4R ', ' STAT6 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL15R ', ' STAT5 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Arp2_3 ', ' F_Actin ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CAV1_scaffold ', ' NOS2A ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CAV1_scaffold ', ' RhoA ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CAV1_scaffold ', ' CD26 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CAV1_scaffold ', ' FYN ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL27R ', ' STAT1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL27R ', ' STAT3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' SMAD3 ', ' FOXP3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' SMAD3 ', ' IL2RA ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT4 ', ' IL22 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT4 ', ' AP1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT4 ', ' IFNG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT4 ', ' ERM ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FOXP3 ', ' NFKB ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FOXP3 ', ' FOXP3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FOXP3 ', ' IL2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FOXP3 ', ' IL2RA ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FOXP3 ', ' IL17 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FOXP3 ', ' TGFB ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FOXP3 ', ' IL4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FOXP3 ', ' IFNG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2 ', ' IL2R_HIGH ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2 ', ' IL2R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' LAT ', ' PLCg ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' LAT ', ' Gads ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' LAT ', ' Grb2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TAK1 ', ' MKK7 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CD26 ', ' CARMA1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Paxillin ', ' Crk ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Paxillin ', ' rac1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' MEK4 ', ' JNK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' N_WASP ', ' Arp2_3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' WAVE-2 ', ' Arp2_3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL4RA_HIGH ', ' IL4R_HIGH ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2RA ', ' IL2R_HIGH ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2RA ', ' IL2R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RAF1 ', ' MEK1_2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' AP1 ', ' IFNG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Dec2 ', ' GATA3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Src ', ' FAK_576_577 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Src ', ' CAV1_scaffold ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Src ', ' was ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' PIP3_345 ', ' PDK1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GATA3 ', ' IRF4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GATA3 ', ' STAT4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GATA3 ', ' Dec2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GATA3 ', ' RUNX3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GATA3 ', ' IL4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GATA3 ', ' IL10 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GATA3 ', ' TBET ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' ERK ', ' AP1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RUNX3 ', ' IL4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RUNX3 ', ' IFNG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TRAF6 ', ' TAK1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TRAF6 ', ' NIK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' ITAMS ', ' ZAP-70 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GADD45B ', ' MEKK4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL4RA ', ' IL4R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IKKcomplex ', ' IKB ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT5_HIGH ', ' IL4RA_HIGH ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT5_HIGH ', ' IL4RA ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT5_HIGH ', ' proliferation ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' SLP-76 ', ' ITK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' SLP-76 ', ' Vav ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' SLP-76 ', ' Nck ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IFNGR ', ' STAT1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL12RB1 ', ' Tyk2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL12RB1 ', ' IL23R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL12RB1 ', ' JAK2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Ras ', ' RAF1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Ras ', ' PI3K ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CD28 ', ' PI3K ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CD28 ', ' Lck ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CD28 ', ' TCR ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CD28 ', ' NFAT ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' JNK ', ' AP1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL23R ', ' STAT3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TGFB ', ' TGFBR ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' PI3K ', ' PIP3_345 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Lck ', ' STAT5 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Lck ', ' ITAMS ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' SYK ', ' STAT5 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' cAMP ', ' EPAC ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' cAMP ', ' PKA ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NIK ', ' IKKcomplex ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT6 ', ' GFI1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT6 ', ' IL2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT6 ', ' GATA3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT6 ', ' IL17 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT6 ', ' SOCS1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2R_HIGH ', ' STAT5_HIGH ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' MEK6 ', ' P38 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' BRAF ', ' MEK1_2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' MKK7 ', ' JNK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Nck ', ' N_WASP ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Nck ', ' PAK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' PKA ', ' Rap1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IRF1 ', ' IL12RB1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IRF1 ', ' IL4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' LIMK ', ' Cofilin ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' AKT ', ' GSK-3b ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CARMA1 ', ' BCL10_Malt1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CARMA1 ', ' Bcl10_Carma1_MALTI ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Ca2+ ', ' Calcineurin ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' FYN ', ' Shc1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' BCL10_Malt1 ', ' Bcl10_Carma1_MALTI ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GADD45G ', ' MEKK4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL18R1 ', ' IRAK1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' rac1 ', ' WAVE-2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' rac1 ', ' JNK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' rac1 ', ' IRSp53 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' rac1 ', ' PAK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IP3 ', ' Ca2+ ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IRSp53 ', ' WAVE-2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TCR ', ' CD4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TCR ', ' GFI1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TCR ', ' Bintegrin ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TCR ', ' GADD45B ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TCR ', ' IKKcomplex ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TCR ', ' FYN ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TCR ', ' CD3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TCR ', ' NFAT ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IFNBR ', ' STAT1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Sos ', ' Ras ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL4 ', ' IL4R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL4 ', ' IL4R_HIGH ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' SOCS1 ', ' STAT1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' proliferation ', ' IL21 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' proliferation ', ' IL17 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' proliferation ', ' TGFB ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' proliferation ', ' IL4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' proliferation ', ' proliferation ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' proliferation ', ' IL10 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' proliferation ', ' IFNG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' proliferation ', ' IL23 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' PKC ', ' CARMA1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' MEK3 ', ' P38 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Grb2 ', ' GAB2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Grb2 ', ' Sos ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Calcineurin ', ' NFAT ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' PAK ', ' MEK1_2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' PAK ', ' LIMK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL10 ', ' IL10R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' C3G ', ' Rap1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' C3G ', ' Cdc42 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL12RB2 ', ' Tyk2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL12RB2 ', ' JAK2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IFNG ', ' IFNGR ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' JAK1 ', ' STAT5 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT3 ', ' SOCS3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT3 ', ' IL21 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT3 ', ' IL22 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT3 ', ' FOXP3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT3 ', ' IL17 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT3 ', ' IL23R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT3 ', ' SOCS1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT3 ', ' IL10 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT3 ', ' IFNG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT3 ', ' RORGT ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' STAT3 ', ' IL23 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2R ', ' STAT5 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2R ', ' JAK3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2R ', ' PI3K ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2R ', ' SYK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2R ', ' JAK1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2R ', ' Shc1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Shc1 ', ' GAB2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Shc1 ', ' Grb2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' PDK1 ', ' AKT ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CD3 ', ' CD4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CD3 ', ' FYN ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CD3 ', ' GADD45G ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' CD3 ', ' ZAP-70 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL21R ', ' STAT3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' JAK2 ', ' STAT4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Profilin ', ' G_Actin ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFAT ', ' IL21 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFAT ', ' FOXP3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFAT ', ' IL2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFAT ', ' IL2RA ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFAT ', ' IL17 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFAT ', ' TGFB ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFAT ', ' IL4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFAT ', ' IL10 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFAT ', ' IFNG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' NFAT ', ' IL23 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' ICOS ', ' PI3K ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IRAK1 ', ' TRAF6 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' adenyl_cyclase ', ' cAMP ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' was ', ' rac1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RASgrp ', ' Ras ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL10R ', ' STAT3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL4R_HIGH ', ' STAT5_HIGH ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Cas ', ' Crk ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RORGT ', ' FOXP3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RORGT ', ' IL17 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RORGT ', ' IL23R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' RORGT ', ' RORGT ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' PLCb ', ' DAG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' ZAP-70 ', ' PLCg ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' ZAP-70 ', ' LAT ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' ZAP-70 ', ' SLP-76 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Bcl10_Carma1_MALTI ', ' IKKcomplex ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Cdc42 ', ' N_WASP ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Cdc42 ', ' PAK ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL23 ', ' IL23R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TBET ', ' HLX ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TBET ', ' IL2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TBET ', ' GATA3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TBET ', ' RUNX3 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TBET ', ' IL4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TBET ', ' IFNG ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' TBET ', ' TBET ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2RB ', ' SHP2 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2RB ', ' IL15R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2RB ', ' Lck ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2RB ', ' IL2R_HIGH ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2RB ', ' IL2R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' IL2RB ', ' Shc1 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' MHC_II ', ' CD4 ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GalphaS_L ', ' GalphaS_R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' Galpha_QL ', ' Galpha_Q ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' ECM ', ' Bintegrin ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' alpha_13L ', ' Galpha12_13R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GP130 ', ' IL6R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GP130 ', ' IL27R ')",4,1-hop,0,0,0
4,CD4 T cell signaling,"(' GP130 ', ' IL23R ')",4,1-hop,0,0,0
